City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,freeport,40.6576,-73.5832,6.09,62,75,9.77,US,1702331788
284,tandil,-37.3217,-59.1332,25.38,45,39,5.95,AR,1702331566
285,jianshui,23.6363,102.8264,12.29,90,84,0.71,CN,1702331789
286,batticaloa,7.7102,81.6924,25.38,88,96,2.97,LK,1702331789
287,tra vinh,9.9347,106.3453,24.72,87,98,3.89,VN,1702331790
288,yuzhno-kurilsk,44.0306,145.8556,0.76,76,100,4.06,RU,1702331790
289,wanning,18.8003,110.3967,22.03,91,38,1.92,CN,1702331790
290,rudnichnyy,59.617,52.4703,-22.74,83,99,4.31,RU,1702331790
291,mahajanga,-15.7167,46.3167,28.01,78,20,1.03,MG,1702331590
292,kununurra,-15.7667,128.7333,27.99,83,100,0.0,AU,1702331791
293,santa isabel,-23.3156,-46.2214,22.84,93,92,2.52,BR,1702331791
294,hasaki,35.7333,140.8333,12.38,86,100,10.86,JP,1702331742
295,kulhudhuffushi,6.6221,73.07,27.42,74,92,0.96,MV,1702331792
296,kaiyuan,23.6977,103.3037,12.5,92,94,0.88,CN,1702331792
297,lensk,60.7253,114.9278,-28.82,98,98,1.92,RU,1702331793
298,rikaze,29.25,88.8833,-4.24,49,59,0.72,CN,1702331793
299,thunder bay,48.4001,-89.3168,-2.01,69,100,5.66,CA,1702331493
300,zhouzhuang,31.1161,120.8451,4.97,77,100,4.93,CN,1702331793
301,agat village,13.3886,144.6585,28.06,85,20,3.6,GU,1702331794
302,salida,37.7058,-121.0849,16.95,49,0,2.57,US,1702331794
303,bowling green,36.9903,-86.4436,7.41,54,0,2.57,US,1702331406
304,marsa alam,25.0757,34.8918,22.7,83,73,4.71,EG,1702331795
305,misratah,32.3754,15.0925,18.55,70,16,4.71,LY,1702331795
306,crestview,30.7621,-86.5705,15.6,29,0,4.12,US,1702331706
307,kalashnikovo,57.2824,35.2262,-5.91,93,100,4.78,RU,1702331795
308,yaring,6.8662,101.3689,25.85,85,78,4.01,TH,1702331796
309,pingliang,35.5392,106.6861,-1.3,60,0,1.57,CN,1702331796
310,sariveliler,36.6913,32.6196,1.55,94,58,0.91,TR,1702331796
311,salekhard,66.53,66.6019,-28.41,98,100,3.87,RU,1702331797
312,acarau,-2.8856,-40.12,26.87,79,24,7.62,BR,1702331797
313,iwanai,42.9744,140.5089,-2.54,80,100,1.32,JP,1702331797
314,gurinhem,-7.1239,-35.4244,25.37,73,19,5.49,BR,1702331798
315,kaa-khem,51.6833,94.7333,-34.22,97,89,1.0,RU,1702331798
316,aral,40.5156,81.2636,-2.06,51,77,1.97,CN,1702331781
317,el dorado,38.7666,-120.5177,14.12,48,83,0.89,US,1702331798
318,barra de santo antonio,-9.4047,-35.5072,25.6,77,3,6.09,BR,1702331799
319,cova figueira,14.8905,-24.2934,23.22,61,9,5.43,CV,1702331799
320,turpan,42.9333,89.1667,-0.22,64,100,0.58,CN,1702331756
321,sisimiut,66.9395,-53.6735,-0.67,88,100,10.39,GL,1702331800
322,havre,49.5833,0.3333,11.3,93,100,3.09,FR,1702331800
323,port augusta,-32.5,137.7667,20.5,48,60,3.82,AU,1702331800
324,khilok,51.3674,110.4676,-28.83,98,31,0.76,RU,1702331800
325,fale old settlement,-9.3852,-171.2468,28.91,77,100,10.02,TK,1702331792
326,punta del este,-34.9667,-54.95,26.06,89,40,6.71,UY,1702331801
327,ebon,4.582,168.6964,26.8,87,90,8.91,MH,1702331801
328,mersrags,57.3354,23.1246,1.09,98,100,4.97,LV,1702331802
329,fort bragg,35.139,-79.006,8.75,58,0,2.57,US,1702331802
330,lethbridge,49.7,-112.8186,0.45,55,75,3.6,CA,1702331802
331,kalmunai,7.4167,81.8167,24.79,91,97,2.65,LK,1702331803
332,fiambala,-27.6871,-67.6149,30.21,29,13,6.44,AR,1702331800
333,inhambane,-23.865,35.3833,25.66,93,100,2.68,MZ,1702331803
334,sweetwater,25.7634,-80.3731,21.12,68,75,6.17,US,1702331804
335,nelson bay,-32.7167,152.15,26.72,75,19,2.24,AU,1702331804
336,udomlya,57.8794,34.9925,-5.71,91,100,4.62,RU,1702331804
337,zlatograd,41.3833,25.1,3.34,86,7,1.45,BG,1702331805
338,sheopur,25.6667,76.7,15.13,45,0,1.81,IN,1702331805
339,aguilares,-27.4338,-65.6143,31.44,46,58,0.55,AR,1702331805
340,port saint john's,-31.6229,29.5448,20.11,89,99,1.6,ZA,1702331806
341,gazojak,41.1875,61.4036,-8.14,35,0,7.73,TM,1702331806
342,lamarque,-39.423,-65.7021,32.28,13,58,11.45,AR,1702331807
343,gargalianoi,37.0667,21.6333,11.31,77,32,3.28,GR,1702331807
344,herval,-32.0236,-53.3956,22.63,81,58,5.07,BR,1702331807
345,tir pul,34.5943,61.269,6.79,79,1,6.17,AF,1702331808
346,phang nga,8.4509,98.5298,26.02,94,100,1.6,TH,1702331808
347,ulsteinvik,62.3432,5.8487,0.97,79,12,0.89,NO,1702331784
348,cumana,10.4635,-64.1775,26.42,85,99,5.47,VE,1702331809
349,raja,8.4596,25.678,26.43,23,98,1.59,SS,1702331809
350,petropavlovsk-kamchatsky,53.0452,158.6483,-9.67,87,40,7.6,RU,1702331743
351,qarazhal,48.0078,70.7903,-24.23,83,80,8.61,KZ,1702331809
352,twon-brass,4.3151,6.2418,27.9,75,21,4.49,NG,1702331810
353,inarajan village,13.2736,144.7484,28.08,88,51,6.72,GU,1702331810
354,nogliki,51.8333,143.1667,-22.03,93,10,4.02,RU,1702331810
355,masterton,-40.9597,175.6575,16.05,44,24,3.71,NZ,1702331786
356,lisakovsk,52.5369,62.4936,-29.98,96,7,3.27,KZ,1702331811
357,bhawana,31.5692,72.649,12.8,27,0,2.58,PK,1702331811
358,saint-philippe,-21.3585,55.7679,24.77,81,59,4.69,RE,1702331795
359,tuy hoa,13.0833,109.3,22.82,91,47,1.72,VN,1702331812
360,tateyama,34.9833,139.8667,13.96,94,75,1.54,JP,1702331642
361,kupang,-10.1667,123.5833,26.32,100,40,1.03,ID,1702331813
362,suva,-18.1416,178.4415,26.71,65,75,3.09,FJ,1702331691
363,mana,5.6592,-53.7767,26.36,87,98,4.06,GF,1702331813
364,lubango,-14.9172,13.4925,16.92,100,100,2.06,AO,1702331814
365,kingston,17.997,-76.7936,29.53,69,20,9.77,JM,1702331551
366,marsabit,2.3284,37.9899,20.73,61,94,4.96,KE,1702331814
367,diego de almagro,-26.3667,-70.05,27.63,18,4,4.91,CL,1702331815
368,undurkhaan,47.3194,110.6556,-27.14,99,96,0.65,MN,1702331815
369,labrador city,52.9463,-66.9114,-6.05,93,100,3.09,CA,1702331815
370,kuhmo,64.1333,29.5167,-16.86,98,100,1.71,FI,1702331816
371,massenya,11.4039,16.1705,21.15,21,88,3.53,TD,1702331816
372,hithadhoo,-0.6,73.0833,27.73,77,40,2.43,MV,1702331749
373,aoulef,26.9667,1.0833,17.06,32,28,5.02,DZ,1702331816
374,ceelbuur,4.685,46.6176,25.27,70,70,5.09,SO,1702331817
375,nouadhibou,20.931,-17.0347,22.99,31,24,4.63,MR,1702331796
376,alice springs,-23.7,133.8833,15.75,59,0,0.0,AU,1702331576
377,nantucket,41.2835,-70.0995,7.06,70,0,5.14,US,1702331818
378,yatou,37.15,122.3833,1.31,88,100,7.12,CN,1702331818
379,brookings,44.3114,-96.7984,5.21,52,0,7.72,US,1702331775
380,la ronge,55.1001,-105.2842,-9.86,52,20,9.26,CA,1702331567
381,wardha,20.75,78.6167,17.36,60,10,1.38,IN,1702331819
382,la peca,-5.6111,-78.435,27.31,66,49,2.43,PE,1702331819
383,monywa,22.1167,95.1333,18.86,87,6,2.55,MM,1702331820
384,siguatepeque,14.6,-87.8333,20.48,81,78,3.07,HN,1702331701
385,qamdo,31.1667,97.2333,-10.13,33,1,1.82,CN,1702331820
386,blackfoot,43.1905,-112.345,2.45,93,100,2.16,US,1702331820
387,craig,40.5153,-107.5464,3.97,70,100,3.09,US,1702331821
388,tondano,1.3038,124.9112,20.05,93,58,0.97,ID,1702331821
389,labytnangi,66.6572,66.4183,-27.72,99,100,3.29,RU,1702331607
390,muli,2.9167,73.5667,28.17,74,63,3.58,MV,1702331822
391,saldanha,-33.0117,17.9442,17.03,91,54,7.94,ZA,1702331621
392,lagoa,39.05,-27.9833,15.67,60,2,6.57,PT,1702331823
393,cerro azul,21.2,-97.7333,17.43,71,100,2.5,MX,1702331823
394,adrar,20.5022,-10.0711,18.33,17,0,4.97,MR,1702331823
395,gillette,44.2911,-105.5022,2.28,87,100,6.17,US,1702331823
396,rabo de peixe,37.8,-25.5833,13.73,82,20,1.03,PT,1702331824
397,xining,36.6167,101.7667,-4.16,48,0,1.17,CN,1702331767
398,kavaratti,10.5669,72.642,27.6,79,94,2.95,IN,1702331799
399,totness,5.8833,-56.3167,26.06,86,32,4.14,SR,1702331825
400,miri,4.4148,114.0089,25.08,100,40,2.06,MY,1702331825
401,porto novo,6.4965,2.6036,28.9,80,72,2.61,BJ,1702331822
402,keflavik,64.0049,-22.5624,-1.05,86,20,3.09,IS,1702331784
403,piacabucu,-10.4056,-36.4344,26.36,78,13,5.99,BR,1702331798
404,arraial do cabo,-22.9661,-42.0278,23.92,88,75,4.12,BR,1702331826
405,gorontalo,0.5412,123.0595,23.82,94,24,1.55,ID,1702331822
406,choibalsan,48.0667,114.5,-24.29,100,97,0.55,MN,1702331827
407,khandyga,62.6667,135.6,-33.62,99,100,0.22,RU,1702331827
408,rudbar,30.15,62.6,14.01,30,76,1.56,AF,1702331828
409,villa gesell,-37.2639,-56.973,21.7,81,85,8.18,AR,1702331746
410,bonthe,7.5264,-12.505,26.78,80,5,2.49,SL,1702331828
411,peace river,56.2501,-117.286,-4.83,68,100,3.6,CA,1702331829
412,plymouth,41.8334,-70.8328,7.09,70,100,5.66,US,1702331648
413,naze,28.3667,129.4833,20.51,86,95,5.31,JP,1702331829
414,gadzhiyevo,69.2551,33.3362,-13.17,91,94,7.98,RU,1702331829
415,bode saadu,8.9333,4.7833,25.05,24,9,1.46,NG,1702331830
416,chaiya,9.3862,99.1986,25.47,86,90,1.42,TH,1702331830
417,tinongan,10.215,123.0353,24.0,92,11,2.88,PH,1702331830
418,fortuna,40.5982,-124.1573,17.18,82,0,0.89,US,1702331751
419,tyup,42.7276,78.3648,-4.83,90,98,3.08,KG,1702331831
420,prince rupert,54.3161,-130.3201,5.05,79,0,8.23,CA,1702331776
421,praya,14.9215,-23.5087,24.3,78,14,6.17,CV,1702331832
422,kokshetau,53.2775,69.3883,-30.48,98,16,2.69,KZ,1702331832
423,west end,26.6833,-78.9667,20.99,63,100,9.02,BS,1702331832
424,ranot,7.7777,100.3213,26.93,80,86,4.06,TH,1702331833
425,tralee,52.2704,-9.7026,7.75,94,100,2.2,IE,1702331691
426,usogorsk,63.4106,48.6872,-15.74,92,100,5.25,RU,1702331793
427,alamosa,37.4695,-105.87,6.99,31,0,1.54,US,1702331834
428,qui nhon,13.7667,109.2333,22.44,89,22,2.6,VN,1702331834
429,tual,-5.6667,132.75,29.04,75,100,4.75,ID,1702331834
430,khorixas,-20.3667,14.9667,21.24,39,12,2.63,NA,1702331834
431,kampene,-3.6,26.6667,20.63,96,100,0.4,CD,1702331835
432,pimentel,-6.8367,-79.9342,25.16,61,40,8.75,PE,1702331835
433,canmore,51.0834,-115.3521,-2.33,74,97,3.6,CA,1702331750
434,beacon square,28.2086,-82.7554,17.01,70,100,0.89,US,1702331836
435,kralendijk,12.15,-68.2667,28.99,79,40,6.69,BQ,1702331664
436,dingzhou,38.5131,114.9956,-2.94,97,15,0.95,CN,1702331837
437,jardinopolis,-21.0178,-47.7639,21.68,83,75,8.75,BR,1702331837
438,polyarnyy,69.1989,33.4478,-12.66,91,96,7.53,RU,1702331775
439,aswan,24.0934,32.907,19.61,24,0,1.54,EG,1702331838
440,meadow lakes,61.6247,-149.6011,-0.27,90,75,0.0,US,1702331783
441,clifton,40.8584,-74.1638,5.87,63,100,8.75,US,1702331705
442,el granada,37.5027,-122.4694,18.85,60,0,5.66,US,1702331764
443,great bend,38.3645,-98.7648,15.34,26,0,2.57,US,1702331771
444,brak,27.5496,14.2714,13.57,49,0,3.22,LY,1702331839
445,torghay,49.6339,63.4981,-26.31,72,6,7.56,KZ,1702331840
446,cambria,35.5641,-121.0808,23.61,73,62,1.34,US,1702331840
447,kerikeri,-35.2268,173.9474,19.95,66,32,3.13,NZ,1702331739
448,maxixe,-23.8597,35.3472,25.33,94,100,2.4,MZ,1702331841
449,bikenibeu village,1.3673,173.1241,28.52,72,81,1.38,KI,1702331755
450,minot air force base,48.4209,-101.3391,-1.9,68,20,13.89,US,1702331677
451,port-vila,-17.7338,168.3219,24.78,69,75,3.09,VU,1702331580
452,buala,-8.145,159.5921,28.35,69,99,2.18,SB,1702331842
453,mahina,-17.5065,-149.489,28.75,70,65,11.81,PF,1702331842
454,sinop,41.7711,34.8709,7.38,81,99,1.74,TR,1702331843
455,saint-joseph,-21.3667,55.6167,24.21,82,33,4.85,RE,1702331843
456,antsiranana,-12.2787,49.2917,25.65,82,21,4.99,MG,1702331805
457,zhangatas,43.5667,69.75,-20.58,81,4,0.62,KZ,1702331843
458,fort st. john,56.2499,-120.8529,-3.06,63,75,6.17,CA,1702331844
459,jijiga,9.35,42.8,15.68,61,22,1.29,ET,1702331844
460,hirara,24.8,125.2833,22.92,100,100,9.26,JP,1702331845
461,ashtarak,40.2991,44.362,2.09,87,100,1.03,AM,1702331845
462,jayapura,-2.5333,140.7,26.66,84,100,2.33,ID,1702331845
463,tamanrasset,22.785,5.5228,14.95,18,0,3.09,DZ,1702331846
464,mao,39.8885,4.2658,14.31,100,0,2.57,ES,1702331846
465,ancud,-41.8697,-73.8203,12.22,87,100,5.29,CL,1702331774
466,toliara,-23.35,43.6667,25.34,71,61,2.5,MG,1702331615
467,itaporanga,-7.3044,-38.1503,32.95,28,94,2.9,BR,1702331847
468,triberg,48.1333,8.2333,8.22,90,100,2.34,DE,1702331847
469,mata-utu,-13.2816,-176.1745,27.53,76,77,4.01,WF,1702331848
470,bubaque,11.2833,-15.8333,28.02,63,1,5.82,GW,1702331776
471,loreto,22.2667,-101.9667,12.75,64,100,4.0,MX,1702331848
472,inderbor,48.55,51.7833,-13.51,56,20,8.77,KZ,1702331849
473,letterkenny,54.95,-7.7333,8.94,96,100,4.26,IE,1702331849
474,yarmouth,41.7057,-70.2286,7.26,76,20,9.83,US,1702331849
475,negapatam,10.7667,79.8333,25.26,78,81,5.09,IN,1702331849
476,kuala belait,4.5833,114.1833,25.09,90,13,1.6,BN,1702331850
477,huaicheng,23.9051,112.1931,17.4,67,100,1.78,CN,1702331850
478,nadi,-17.8,177.4167,28.0,54,20,1.54,FJ,1702331725
479,emkhomazi,-30.2067,30.7978,19.55,91,99,1.01,ZA,1702331851
480,bryant,34.5959,-92.4891,14.01,35,8,2.24,US,1702331851
481,tazacorte,28.629,-17.9293,20.64,48,0,3.13,ES,1702331851
482,nabire,-3.3667,135.4833,25.17,93,98,1.65,ID,1702331852
483,mount pearl,47.5166,-52.7813,12.19,96,75,8.75,CA,1702331589
484,bucerias,20.75,-105.3333,28.88,79,17,1.35,MX,1702331800
485,saint-pol-sur-ternoise,50.3811,2.3341,9.67,97,42,3.19,FR,1702331852
486,pacific grove,36.6177,-121.9166,17.98,62,0,4.02,US,1702331853
487,santa maria del oro,25.9333,-105.3667,21.99,25,5,4.16,MX,1702331854
488,duki,30.1541,68.5728,10.17,22,18,1.91,PK,1702331854
489,chibougamau,49.9168,-74.3659,-9.21,86,100,2.57,CA,1702331854
490,retiro,-34.5833,-58.3833,29.08,65,0,5.66,AR,1702331855
491,bukan,36.521,46.2089,7.55,39,42,2.09,IR,1702331855
492,pontes e lacerda,-15.2261,-59.3353,27.17,74,81,1.37,BR,1702331855
493,kennett square,39.8468,-75.7116,5.83,61,100,7.2,US,1702331855
494,nokha,27.6,73.4167,16.01,23,7,2.4,IN,1702331856
495,island harbour,50.724,-1.2758,11.93,93,12,0.89,GB,1702331856
496,tabou,4.423,-7.3528,26.45,82,10,3.04,CI,1702331856
497,punta gorda,26.9298,-82.0454,19.03,59,0,5.66,US,1702331664
498,ad dawadimi,24.5077,44.3924,14.64,22,24,5.16,SA,1702331857
499,pathein,16.7833,94.7333,22.32,91,8,2.27,MM,1702331858
500,hammerfest,70.6634,23.6821,-1.75,93,75,4.63,NO,1702331773
501,taro,-8.3862,115.28,23.0,90,57,0.41,ID,1702331858
502,bogande,12.9714,-0.1436,22.95,19,16,4.6,BF,1702331859
503,richards bay,-28.783,32.0377,20.17,93,98,3.26,ZA,1702331859
504,dunedin,-45.8742,170.5036,10.45,72,87,4.02,NZ,1702331722
505,sos'va,59.1766,61.8558,-32.19,95,97,0.45,RU,1702331860
506,richmond,37.5538,-77.4603,8.02,62,20,5.14,US,1702331860
507,amga,60.8953,131.9608,-28.85,94,100,2.8,RU,1702331791
508,bandar abbas,27.1865,56.2808,13.99,51,0,2.06,IR,1702331861
509,nemuro,43.3236,145.575,1.45,71,100,4.83,JP,1702331536
510,divnogorsk,55.9594,92.3619,-39.03,100,42,0.28,RU,1702331861
511,narasannapeta,18.4167,84.05,19.96,74,3,2.18,IN,1702331861
512,rongelap,11.1635,166.8941,27.67,76,73,8.9,MH,1702331745
513,ararat,39.8317,44.7049,4.19,55,100,1.47,AM,1702331862
514,kamigyo-ku,35.0295,135.7567,14.36,96,98,1.18,JP,1702331862
515,murzuq,25.9155,13.9184,12.21,41,0,2.5,LY,1702331863
516,sinabang,2.4803,96.3801,25.91,81,98,0.96,ID,1702331797
517,chitose,42.8194,141.6522,-1.61,74,100,3.09,JP,1702331863
518,rijeka,45.3431,14.4092,11.78,92,100,0.57,HR,1702331864
519,pasuquin,18.3328,120.6177,23.97,94,20,1.03,PH,1702331864
520,cockburn town,21.4612,-71.1419,26.98,78,40,6.17,TC,1702331864
521,antanifotsy,-19.65,47.3167,16.0,97,57,0.96,MG,1702331865
522,san andres,12.5847,-81.7006,27.01,94,40,6.69,CO,1702331865
523,akureyri,65.6835,-18.0878,-5.04,86,75,1.03,IS,1702331700
524,mount isa,-20.7333,139.5,24.87,36,0,6.17,AU,1702331594
525,austin,30.2672,-97.7431,19.59,28,0,5.66,US,1702331790
526,valparaiso,-33.0393,-71.6273,23.13,60,0,4.63,CL,1702331782
527,ishigaki,24.3448,124.1572,23.07,100,100,5.66,JP,1702331866
528,wewak,-3.5534,143.6268,26.22,89,93,2.31,PG,1702331867
529,nagqu,31.5,92.0,-15.21,45,87,1.88,CN,1702331867
530,chernyshevskiy,63.0128,112.4714,-30.93,99,100,1.02,RU,1702331790
531,chamical,-30.36,-66.314,32.58,33,0,11.45,AR,1702331868
532,sterling,39.0062,-77.4286,6.2,58,75,6.69,US,1702331868
533,azemmour,33.2895,-8.3425,17.83,80,42,0.5,MA,1702331868
534,nar'yan-mar,67.6713,53.087,-14.39,91,100,8.4,RU,1702331847
535,goundam,16.4145,-3.6708,22.32,18,0,5.11,ML,1702331869
536,pirallahi,40.4723,50.333,6.08,78,100,8.9,AZ,1702331775
537,suhbaatar,50.2314,106.2078,-27.09,100,92,0.76,MN,1702331869
538,manaure,11.7751,-72.4445,29.96,60,0,8.79,CO,1702331787
539,luau,-10.7073,22.2247,18.86,96,85,1.38,AO,1702331727
540,colonia,50.9333,6.95,9.86,81,0,4.12,DE,1702331756
541,ankazoabo,-22.2833,44.5167,25.66,59,36,2.13,MG,1702331871
542,saint-paul,-21.0096,55.2707,25.06,96,34,0.45,RE,1702331871
543,jiuquan,39.7432,98.5174,1.09,14,51,1.6,CN,1702331872
544,north walsham,52.8212,1.3875,6.13,89,36,3.07,GB,1702331872
545,kolbuszowa,50.2441,21.7761,4.4,95,100,6.78,PL,1702331872
546,urzhar,47.093,81.6294,-8.13,94,100,2.93,KZ,1702331873
547,bargaal,11.2864,51.0773,23.92,70,28,3.36,SO,1702331873
548,portland,45.5234,-122.6762,12.34,93,100,2.06,US,1702331573
549,pangai,-19.8,-174.35,28.06,57,20,3.09,TO,1702331874
550,taphan hin,16.2209,100.4198,25.54,99,13,1.22,TH,1702331874
551,brisas de zicatela,15.8369,-97.0419,30.29,62,40,2.06,MX,1702331874
552,kewanee,41.2456,-89.9248,4.33,65,2,3.19,US,1702331874
553,vadso,70.0744,29.7487,-9.91,79,20,4.63,NO,1702331875
554,ampara,7.2833,81.6667,23.67,95,92,2.25,LK,1702331875
555,piti village,13.4626,144.6933,28.03,84,20,3.6,GU,1702331875
556,la pintada,5.7487,-75.6063,29.43,63,56,0.4,CO,1702331876
557,kailua-kona,19.6406,-155.9956,29.17,78,40,4.12,US,1702331758
558,tsiombe,-25.3,45.4833,23.97,94,78,1.14,MG,1702331824
559,myingyan,21.4667,95.3833,19.95,83,6,2.21,MM,1702331877
560,ugoofaaru,5.6667,73.0,26.71,81,93,0.69,MV,1702331877
561,bodinayakkanur,10.0167,77.35,23.19,97,96,1.28,IN,1702331877
562,ogden,41.223,-111.9738,7.94,58,0,2.57,US,1702331799
563,jiazi,22.8779,116.067,21.76,84,2,2.23,CN,1702331878
564,chadron,42.8294,-102.9999,10.82,41,75,8.23,US,1702331878
565,swakopmund,-22.6833,14.5333,16.66,84,0,0.89,NA,1702331774
566,sao jose da coroa grande,-8.8978,-35.1478,26.16,75,1,4.44,BR,1702331879
567,aliveri,38.4167,24.0333,13.01,78,7,1.32,GR,1702331880
568,shahrud,36.4182,54.9763,5.61,74,76,2.08,IR,1702331880
